molecule_chembl_id,canonical_smiles,standard_value,standard_units,standard_type,target_pref_name,target_organism,activity_comment,assay_description,document_journal,document_year
CHEMBL4846858,C/C(=C\Cc1c(O)cc(C)c(C(=O)O)c1O)CCCC1=C/C(=C\C(C)(C)O)OC1=O,51400,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced aggregation amyloid beta (1 to 40) (unknown origin) incubated for 24 hrs by Thioflavin T based fluorometric assay,J Nat Prod,2021
CHEMBL4871044,C/C(=C\Cc1c(O)cc(C)c(C(=O)O)c1O)CC/C=C(\C)CC[C@H](O)C(C)(C)O,53300,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced aggregation amyloid beta (1 to 40) (unknown origin) incubated for 24 hrs by Thioflavin T based fluorometric assay,J Nat Prod,2021
CHEMBL487804,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(O)cc(C)cc1O,148800,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced aggregation amyloid beta (1 to 40) (unknown origin) incubated for 24 hrs by Thioflavin T based fluorometric assay,J Nat Prod,2021
CHEMBL513978,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(O)cc(C)c(C(=O)O)c1O,20300,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced aggregation amyloid beta (1 to 40) (unknown origin) incubated for 24 hrs by Thioflavin T based fluorometric assay,J Nat Prod,2021
CHEMBL4877566,COC(=O)c1c(C)c(C/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(OC)c(O)c1O,50300,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced aggregation amyloid beta (1 to 40) (unknown origin) incubated for 24 hrs by Thioflavin T based fluorometric assay,J Nat Prod,2021
CHEMBL164,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,9900,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced aggregation amyloid beta (1 to 40) (unknown origin) incubated for 24 hrs by Thioflavin T based fluorometric assay,J Nat Prod,2021
CHEMBL378225,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,100000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced aggregation amyloid beta (1 to 40) (unknown origin) incubated for 24 hrs by Thioflavin T based fluorometric assay,J Nat Prod,2021
CHEMBL4850546,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCCNc3c4c(nc5ccccc35)CCCC4)cccc21,1100,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of HFIP-pretreated human recombinant amyloid beta (1 to 42) self aggregation incubated up to 48 hrs under shaking condition and measured every 3 min by Thioflavin T based fluorescence assay,Eur J Med Chem,2021
CHEMBL4845823,CCN(C)C(=O)Oc1cccc(CNCCNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)c1,1380,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of HFIP-pretreated human recombinant amyloid beta (1 to 42) self aggregation incubated up to 48 hrs under shaking condition and measured every 3 min by Thioflavin T based fluorescence assay,Eur J Med Chem,2021
CHEMBL1091513,O=S(=O)(NC1CCC(c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1)C(F)(F)F,0.5,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,Active,Aβ42 inhibition assay,,2021
CHEMBL1091513,O=S(=O)(NC1CCC(c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1)C(F)(F)F,0.5,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,Active,Aβ40 inhibition assay,,2021
CHEMBL1091513,O=S(=O)(NC1CCC(c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1)C(F)(F)F,0.65,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,Active,Radioligand Binding Assay,,2021
CHEMBL4558518,CC(C)(C)OC(=O)N1CCCC1CNC1CCC(c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1,1600,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,Not Active,Aβ40 inhibition assay,,2021
CHEMBL3609749,COc1cc(-c2cn([C@H]3CCc4c(F)cccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1,31,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,Active,Aβ42 inhibition assay,,2021
CHEMBL3609749,COc1cc(-c2cn([C@H]3CCc4c(F)cccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1,131,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,Active,Aβ40 inhibition assay,,2021
CHEMBL4752561,COc1cc(-c2cn([C@H]3CCc4ccccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1ccc(C)n1,10000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,Not Active,Aβ42 inhibition assay,,2021
CHEMBL4752561,COc1cc(-c2cn([C@H]3CCc4ccccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1ccc(C)n1,10000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,Not Active,Aβ40 inhibition assay,,2021
CHEMBL2152899,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)Cn2c(C#N)cnc2C(N)=N1,3.3,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of human amyloid beta (1 to 42) in human SKNBE2 cells expressing wild-type amyloid precursor protein hAPP695 incubated for 18 hrs by sandwich ELISA,ACS Med Chem Lett,2022
CHEMBL5085521,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)Cn2cc(C#N)nc2C(N)=N1,8.5,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of human amyloid beta (1 to 42) in human SKNBE2 cells expressing wild-type amyloid precursor protein hAPP695 incubated for 18 hrs by sandwich ELISA,ACS Med Chem Lett,2022
CHEMBL5088449,C[C@@]1(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)Cn2c(C#N)cnc2C(N)=N1,12.6,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of human amyloid beta (1 to 42) in human SKNBE2 cells expressing wild-type amyloid precursor protein hAPP695 incubated for 18 hrs by sandwich ELISA,ACS Med Chem Lett,2022
CHEMBL5075933,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)Cn2c(C#N)cnc2C(N)=N1,3.6,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of human amyloid beta (1 to 42) in human SKNBE2 cells expressing wild-type amyloid precursor protein hAPP695 incubated for 18 hrs by sandwich ELISA,ACS Med Chem Lett,2022
CHEMBL5073381,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)Cn4c(C#N)cnc4C(N)=N3)c2)cn1,6.3,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of human amyloid beta (1 to 42) in human SKNBE2 cells expressing wild-type amyloid precursor protein hAPP695 incubated for 18 hrs by sandwich ELISA,ACS Med Chem Lett,2022
CHEMBL5084378,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)Cn2nc(C#N)cc2C(N)=N1,1,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of human amyloid beta (1 to 42) in human SKNBE2 cells expressing wild-type amyloid precursor protein hAPP695 incubated for 18 hrs by sandwich ELISA,ACS Med Chem Lett,2022
CHEMBL5085412,C[C@@]1(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)Cn2nc(C#N)cc2C(N)=N1,2.6,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of human amyloid beta (1 to 42) in human SKNBE2 cells expressing wild-type amyloid precursor protein hAPP695 incubated for 18 hrs by sandwich ELISA,ACS Med Chem Lett,2022
CHEMBL5093303,C[C@@]1(c2cc(NC(=O)c3ccc(OC(F)F)cn3)ccc2F)Cn2nc(C#N)cc2C(N)=N1,1,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of human amyloid beta (1 to 42) in human SKNBE2 cells expressing wild-type amyloid precursor protein hAPP695 incubated for 18 hrs by sandwich ELISA,ACS Med Chem Lett,2022
CHEMBL5093195,Cc1nc(C(=O)Nc2ccc(F)c([C@]3(C)Cn4nc(C#N)cc4C(N)=N3)c2)co1,4.8,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of human amyloid beta (1 to 42) in human SKNBE2 cells expressing wild-type amyloid precursor protein hAPP695 incubated for 18 hrs by sandwich ELISA,ACS Med Chem Lett,2022
CHEMBL5077699,C[C@@]1(c2cc(NC(=O)c3cnc(C(F)F)cn3)ccc2F)Cn2nc(C#N)cc2C(N)=N1,2.5,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of human amyloid beta (1 to 42) in human SKNBE2 cells expressing wild-type amyloid precursor protein hAPP695 incubated for 18 hrs by sandwich ELISA,ACS Med Chem Lett,2022
CHEMBL5082406,C[C@@]1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)Cn2nc(C#N)cc2C(N)=N1,1.2,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of human amyloid beta (1 to 42) in human SKNBE2 cells expressing wild-type amyloid precursor protein hAPP695 incubated for 18 hrs by sandwich ELISA,ACS Med Chem Lett,2022
CHEMBL5074068,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)Cn4nc(C#N)cc4C(N)=N3)c2)cn1,1.3,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of human amyloid beta (1 to 42) in human SKNBE2 cells expressing wild-type amyloid precursor protein hAPP695 incubated for 18 hrs by sandwich ELISA,ACS Med Chem Lett,2022
CHEMBL3261067,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)c1,98,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type APP751 (unknown origin) expressed in CHO cells,J Med Chem,2021
CHEMBL3261069,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)n1,3,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type APP751 (unknown origin) expressed in CHO cells,J Med Chem,2021
CHEMBL3261068,Cc1cc(C#N)cnc1C(=O)Nc1cc([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)c(F)cn1,98,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type APP751 (unknown origin) expressed in CHO cells,J Med Chem,2021
CHEMBL3670365,C[C@@]1(c2nc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,3,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type APP751 (unknown origin) expressed in CHO cells,J Med Chem,2021
CHEMBL3670368,C[C@@]1(c2nc(NC(=O)c3ncc(C#N)cc3N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,5,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type APP751 (unknown origin) expressed in CHO cells,J Med Chem,2021
CHEMBL3670371,C[C@@]1(c2nc(NC(=O)c3ncc(OC(F)F)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,24,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type APP751 (unknown origin) expressed in CHO cells,J Med Chem,2021
CHEMBL3670372,C[C@@]1(c2nc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,10,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type APP751 (unknown origin) expressed in CHO cells,J Med Chem,2021
CHEMBL3670375,C[C@@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,3,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type APP751 (unknown origin) expressed in CHO cells,J Med Chem,2021
CHEMBL5070669,C[C@@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)cc3N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,30,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type APP751 (unknown origin) expressed in CHO cells,J Med Chem,2021
CHEMBL3670385,C[C@@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)nc3N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,26,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type APP751 (unknown origin) expressed in CHO cells,J Med Chem,2021
CHEMBL3670367,C[C@@]1(c2nc(NC(=O)c3ncc(OCC(F)(F)F)nc3N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,284,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type APP751 (unknown origin) expressed in CHO cells,J Med Chem,2021
CHEMBL5089745,C[C@@]1(c2nc(NC(=O)c3ncc(OCCF)nc3N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,263,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type APP751 (unknown origin) expressed in CHO cells,J Med Chem,2021
CHEMBL5080033,COCCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CO[C@@](C)(C(F)(F)F)C(N)=N3)n2)c(N)n1,23,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type APP751 (unknown origin) expressed in CHO cells,J Med Chem,2021
CHEMBL3670375,C[C@@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,3,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type human APP751 expressed in CHO cells assessed as reduction in amyloid beta42 level,J Med Chem,2021
CHEMBL3670375,C[C@@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,4,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type human APP751 expressed in CHO cells assessed as reduction in amyloid beta40 level,J Med Chem,2021
CHEMBL3670375,C[C@@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,3,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type human APP751 expressed in CHO cells assessed as reduction in amyloid beta(1 to 40 residues) level,J Med Chem,2021
CHEMBL5093426,C[C@@]1(c2cccc(NC(=O)c3ccc(Br)cn3)c2)CCSC(N)=N1,4,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of APP751 (unknown origin) expressed in CHO cells,J Med Chem,2021
CHEMBL3261067,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)c1,4,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type human APP expressed in CHO cells assessed as reduction in soluble APP beta level incubated for 24 hrs by immunoassay,J Med Chem,2021
CHEMBL3653341,C[C@@]1(c2cccc(NC(=O)c3ccc(Br)cn3)c2)COCC(N)=N1,17,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type human APP751 expressed in CHO cells incubated for 24 hrs by immunoassay,J Med Chem,2021
CHEMBL3653393,CC1(c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)COCC(N)=N1,3,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type human APP751 expressed in CHO cells incubated for 24 hrs by immunoassay,J Med Chem,2021
CHEMBL4128145,C[C@]1(C(F)(F)F)OC[C@@](C)(c2cccc(NC(=O)c3ccc(Br)cn3)c2)N=C1N,1160,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type human APP751 expressed in CHO cells incubated for 24 hrs by immunoassay,J Med Chem,2021
CHEMBL3653399,C[C@@]1(c2cccc(NC(=O)c3ccc(Br)cn3)c2)CO[C@@](C)(C(F)(F)F)C(N)=N1,32,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type human APP751 expressed in CHO cells incubated for 24 hrs by immunoassay,J Med Chem,2021
CHEMBL3653404,C[C@@]1(c2cc(NC(=O)c3ncc(Br)cn3)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,5,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type human APP751 expressed in CHO cells incubated for 24 hrs by immunoassay,J Med Chem,2021
CHEMBL3653403,C[C@@]1(c2cc(NC(=O)c3ncc(C#N)cn3)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,24,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type human APP751 expressed in CHO cells incubated for 24 hrs by immunoassay,J Med Chem,2021
CHEMBL3653405,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,9,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type human APP751 expressed in CHO cells incubated for 24 hrs by immunoassay,J Med Chem,2021
CHEMBL3261067,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)c1,3,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type human APP751 expressed in CHO cells incubated for 24 hrs by immunoassay,J Med Chem,2021
CHEMBL5077684,Cc1nc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)c1,105,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type human APP751 expressed in CHO cells incubated for 24 hrs by immunoassay,J Med Chem,2021
CHEMBL5073160,C[C@@]1(c2cc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,4,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type human APP751 expressed in CHO cells incubated for 24 hrs by immunoassay,J Med Chem,2021
CHEMBL5090563,C[C@@]1(c2cc(NC(=O)c3ncc(C#N)cc3N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,4,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type human APP751 expressed in CHO cells incubated for 24 hrs by immunoassay,J Med Chem,2021
CHEMBL5075177,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CO[C@@](C)(C(F)(F)F)C(N)=N3)c2)c(C)c1,17,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type human APP751 expressed in CHO cells incubated for 24 hrs by immunoassay,J Med Chem,2021
CHEMBL5086270,Cc1cc(OC(F)F)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)c1,6,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type human APP751 expressed in CHO cells incubated for 24 hrs by immunoassay,J Med Chem,2021
CHEMBL5074449,C[C@@]1(c2cc(NC(=O)c3ncc(OC(F)F)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,9,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type human APP751 expressed in CHO cells incubated for 24 hrs by immunoassay,J Med Chem,2021
CHEMBL5085959,C[C@@]1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,22,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type human APP751 expressed in CHO cells incubated for 24 hrs by immunoassay,J Med Chem,2021
CHEMBL3653401,C[C@@]1(c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,22,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type human APP751 expressed in CHO cells incubated for 24 hrs by immunoassay,J Med Chem,2021
CHEMBL3653401,C[C@@]1(c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,22,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type human APP751 expressed in CHO cells incubated for 24 hrs by immunoassay,J Med Chem,2021
CHEMBL3261067,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)c1,3,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type human APP expressed in CHO cells assessed as reduction in amyloid beta 40 secretion incubated for 24 hrs by immunoassay,J Med Chem,2021
CHEMBL3261067,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)c1,3,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of wild type human APP expressed in CHO cells assessed as reduction in amyloid beta 42 secretion incubated for 24 hrs by immunoassay,J Med Chem,2021
CHEMBL231160,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,5930,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-aggregation of amyloid beta (1 to 42) (unknown origin) by thioflavin T method,Eur J Med Chem,2022
CHEMBL231160,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,28300,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of human AChE-induced amyloid beta (1 to 40) aggregation (unknown origin),Eur J Med Chem,2022
CHEMBL1642177,COc1cc(/C=C/c2nc3cc(Cl)ccc3c(=O)[nH]2)ccc1-n1cnc(C)c1,660,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 1 to 42 aggregation in human SH-SY5Y cells,Eur J Med Chem,2022
CHEMBL1642177,COc1cc(/C=C/c2nc3cc(Cl)ccc3c(=O)[nH]2)ccc1-n1cnc(C)c1,10000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 1 to 40 aggregation in human SH-SY5Y cells,Eur J Med Chem,2022
CHEMBL5208951,COc1cc2c(Nc3ccc(C(=O)/C=C/c4nc(C)c(C)nc4C)cc3)ncnc2c(OC)c1OC,26700,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 1 to 42 (unknown origin) at 10 uM relative to control,Eur J Med Chem,2022
CHEMBL5192892,COc1nc(-c2cc(C)c(N[C@@H](C)c3cc(F)cc(F)c3)nn2)ccc1-n1cnc(C)c1,4.1,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 (unknown origin) secretion,Eur J Med Chem,2022
CHEMBL5206552,COc1nc(-c2cc(C)c(N[C@@H](C)c3cc(F)c(F)c(F)c3)nn2)ccc1-n1cnc(C)c1,5.3,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 (unknown origin) secretion,Eur J Med Chem,2022
CHEMBL5199489,Clc1ccc(/C=N/c2ccc3cn[nH]c3c2)cc1Cl,19500,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of HFIP-treated Amyloid beta (1 to 42) (unknown origin) self aggregation incubated for 46 to 48 hrs by fluorescence based assay,Eur J Med Chem,2022
CHEMBL165,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,17900,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of HFIP-treated Amyloid beta (1 to 42) (unknown origin) self aggregation incubated for 46 to 48 hrs by fluorescence based assay,Eur J Med Chem,2022
CHEMBL5200462,O=c1cc(/N=N/N=P(CCP(=N/N=N/c2cc(=O)oc3ccccc23)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)c2ccccc2o1,337770,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta (1 to 42) (unknown origin) aggregation by Thioflavin T based fluorometric assay,Bioorg Med Chem,2022
CHEMBL5209357,Cc1nc(C)c(C(=O)OCCCOC(=O)c2ccccn2)nc1C,49140,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation incubated for 24 hrs by Thioflavin T based fluorometric assay,Bioorg Med Chem,2022
CHEMBL5196827,O=C(CCN1CCN(Cc2ccccc2)CC1)Nc1ccc2nc3n(c(=O)c2c1)CCC3,9260,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta (1 to 42) (unknown origin) self aggregation incubated for 24 hrs by Thioflavin T based fluorometric assay,Bioorg Med Chem,2022
CHEMBL5208803,CCOC(=O)C(Cc1cn(-c2ccccc2)nn1)(Cc1cn(-c2ccccc2)nn1)NC(C)=O,8065,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self induced amyloid beta (1 to 42) (unknown origin) aggregation incubated for 24 hrs by Thioflavin T based fluorometric assay,Bioorg Med Chem,2022
CHEMBL5200867,CCCSC(=O)/C=C/c1ccc(O)c(O)c1,3990,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of HFIP-pretreated amyloid beta (1 to 42) (unknown origin) self aggregation after 24 hrs by thioflavin-T fluorescence method,ACS Med Chem Lett,2022
CHEMBL5198252,CCCSC(=O)/C=C/c1cc(O)ccc1O,10200,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of HFIP-pretreated amyloid beta (1 to 42) (unknown origin) self aggregation after 24 hrs by thioflavin-T fluorescence method,ACS Med Chem Lett,2022
CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,900,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta (unknown origin) incubated for 7 days by sandwich ELISA,Eur J Med Chem,2021
CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,1000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 40 (unknown origin) assessed as disaggregation of fibrillar amyloid beta 40 incubated for 3 days by ELISA assay,Eur J Med Chem,2021
CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,107,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 transfected in human H4 cells incubated for 20 to 24 hrs by LPECL assay,Eur J Med Chem,2021
CHEMBL181529,COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)on2)ccc1O,138,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 transfected in human H4 cells incubated for 20 to 24 hrs by LPECL assay,Eur J Med Chem,2021
CHEMBL5174150,COc1cc(/C=C/c2cc(/C=C/c3ccc(OCC(=O)OC(C)(C)C)c(OC)c3)on2)ccc1OCC(=O)OC(C)(C)C,1000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 transfected in human H4 cells incubated for 20 to 24 hrs by LPECL assay,Eur J Med Chem,2021
